2023-05-07T20:21:50.751Z | C6c6I | desmond | 0
2023-05-07T20:25:15.581Z | Fjfnu | user4 | 0.0000980737444817173
2023-05-07T20:25:15.667Z | Fjfnu | user12 | 0.00003405254631259013
2023-05-07T20:25:15.670Z | Fjfnu | user2 | 0.00003132828875511489
2023-05-07T20:25:15.683Z | Fjfnu | user17 | 0.0007341670584392306
2023-05-07T20:25:15.699Z | Fjfnu | user10 | 0.000047674146413784604
2023-05-07T20:25:15.842Z | Fjfnu | user0 | 0.00009398406629554311
2023-05-07T20:25:15.913Z | Fjfnu | user1 | 0.0008131701251402761
2023-05-07T20:25:16.060Z | Fjfnu | user18 | 0.00120136678763899
2023-05-07T20:25:16.295Z | Fjfnu | user14 | 0.000040862768929953865
2023-05-07T20:25:16.356Z | Fjfnu | mansi | 0.0002138487738593035
2023-05-07T20:25:16.363Z | Fjfnu | user3 | 0.00004222581851497122
2023-05-07T20:25:16.217Z | Fjfnu | user13 | 0.0000354144061549061
2023-05-07T20:25:16.416Z | Fjfnu | user6 | 0.00020569675164834069
2023-05-07T20:25:16.447Z | Fjfnu | user5 | 0.000780479077917336
2023-05-07T20:25:16.477Z | Fjfnu | user11 | 0.000021793437667926948
2023-05-07T20:25:16.515Z | Fjfnu | user7 | 0.000042224789680127374
2023-05-07T20:25:16.656Z | Fjfnu | user4 | 0.0000980737444817173
2023-05-07T20:25:16.404Z | Fjfnu | user19 | 0
2023-05-07T20:25:16.464Z | Fjfnu | user8 | 0.00003677662368177206
2023-05-07T20:25:16.704Z | Fjfnu | user12 | 0.00003541472008863138
2023-05-07T20:25:16.433Z | Fjfnu | user9 | 0.000596729551757074
2023-05-07T20:25:16.980Z | Fjfnu | user2 | 0.000029965977895441125
2023-05-07T20:25:17.081Z | Fjfnu | user1 | 0.00038141578816167126
2023-05-07T20:25:17.358Z | Fjfnu | mansi | 0.0002138487738593035
2023-05-07T20:25:17.226Z | Fjfnu | user13 | 0.0002029514781249682
2023-05-07T20:25:17.417Z | Fjfnu | user6 | 0.00015664106335341814
2023-05-07T20:25:17.450Z | Fjfnu | user9 | 0.000025879710297455955
2023-05-07T20:25:17.479Z | Fjfnu | user11 | 0.000021793437667926948
2023-05-07T20:25:17.429Z | Fjfnu | user14 | 0.000128037418047335
2023-05-07T20:25:17.057Z | Fjfnu | user0 | 0.00010760628203349629
2023-05-07T20:25:16.913Z | Fjfnu | user10 | 0.00006265693800744483
2023-05-07T20:25:17.515Z | Fjfnu | user3 | 0.00004222581851497122
2023-05-07T20:25:17.454Z | Fjfnu | user5 | 0.00013757123174474534
2023-05-07T20:25:17.578Z | Fjfnu | user7 | 0.000042224789680127374
2023-05-07T20:25:17.062Z | Fjfnu | user18 | 0.00001634507502274339
2023-05-07T20:25:16.891Z | Fjfnu | user17 | 0.0007341670584392306
2023-05-07T20:25:17.468Z | Fjfnu | user8 | 0.00018660989828290822
2023-05-07T20:25:17.747Z | Fjfnu | user4 | 0.0002806207398332046
2023-05-07T20:25:17.803Z | Fjfnu | user12 | 0.00003541472008863138
2023-05-07T20:25:17.925Z | Fjfnu | user17 | 0.00070556373234606
2023-05-07T20:25:17.943Z | Fjfnu | user10 | 0.00006265693800744483
2023-05-07T20:25:17.983Z | Fjfnu | user2 | 0.000029965977895441125
2023-05-07T20:25:18.214Z | Fjfnu | user1 | 0.00038141578816167126
2023-05-07T20:25:18.079Z | Fjfnu | user0 | 0.00010760628203349629
2023-05-07T20:25:17.417Z | Fjfnu | user19 | 0.001332206014610205
2023-05-07T20:25:18.253Z | Fjfnu | user18 | 0.00001634507502274339
2023-05-07T20:25:18.360Z | Fjfnu | mansi | 0.0002138487738593035
2023-05-07T20:25:18.384Z | Fjfnu | user13 | 0.0002029514781249682
2023-05-07T20:25:18.465Z | Fjfnu | user5 | 0.00013757123174474534
2023-05-07T20:25:18.466Z | Fjfnu | user14 | 0.000128037418047335
2023-05-07T20:25:18.482Z | Fjfnu | user6 | 0.00015664106335341814
2023-05-07T20:25:18.483Z | Fjfnu | user11 | 0.000021793437667926948
2023-05-07T20:25:18.515Z | Fjfnu | user19 | 0.001332206014610205
2023-05-07T20:25:18.574Z | Fjfnu | user8 | 0.00018660989828290822
2023-05-07T20:25:18.616Z | Fjfnu | user3 | 0.00004222581851497122
2023-05-07T20:25:18.625Z | Fjfnu | user7 | 0.000042224789680127374
2023-05-07T20:25:18.632Z | Fjfnu | user9 | 0.000025879710297455955
2023-05-07T20:25:18.812Z | Fjfnu | user12 | 0.00003541472008863138
2023-05-07T20:25:18.926Z | Fjfnu | user17 | 0.00070556373234606
2023-05-07T20:25:18.966Z | Fjfnu | user10 | 0.00006265693800744483
2023-05-07T20:25:19.070Z | Fjfnu | user2 | 0.000029965977895441125
2023-05-07T20:25:19.148Z | Fjfnu | user0 | 0.00010760628203349629
2023-05-07T20:25:19.258Z | Fjfnu | user18 | 0.00001634507502274339
2023-05-07T20:25:19.220Z | Fjfnu | user1 | 0.00038141578816167126
2023-05-07T20:25:19.362Z | Fjfnu | mansi | 0.0002138487738593035
2023-05-07T20:25:19.410Z | Fjfnu | user13 | 0.0002029514781249682
2023-05-07T20:25:19.484Z | Fjfnu | user11 | 0.000021793437667926948
2023-05-07T20:25:19.484Z | Fjfnu | user6 | 0.00015664106335341814
2023-05-07T20:25:19.550Z | Fjfnu | user19 | 0.001332206014610205
2023-05-07T20:25:19.601Z | Fjfnu | user5 | 0.00013757123174474534
2023-05-07T20:25:19.632Z | Fjfnu | user7 | 0.000042224789680127374
2023-05-07T20:25:19.619Z | Fjfnu | user3 | 0.00004222581851497122
2023-05-07T20:25:19.646Z | Fjfnu | user8 | 0.00018660989828290822
2023-05-07T20:25:19.644Z | Fjfnu | user9 | 0.000025879710297455955
2023-05-07T20:25:19.527Z | Fjfnu | user14 | 0.000128037418047335
2023-05-07T20:25:19.829Z | Fjfnu | user12 | 0.00003541472008863138
2023-05-07T20:25:19.928Z | Fjfnu | user17 | 0.00070556373234606
2023-05-07T20:25:19.979Z | Fjfnu | user10 | 0.00006265693800744483
2023-05-07T20:25:20.119Z | Fjfnu | user2 | 0.000029965977895441125
2023-05-07T20:25:20.165Z | Fjfnu | user0 | 0.00010760628203349629
2023-05-07T20:25:20.236Z | Fjfnu | user1 | 0.00038141578816167126
2023-05-07T20:25:20.279Z | Fjfnu | user18 | 0.00001634507502274339
2023-05-07T20:25:20.365Z | Fjfnu | mansi | 0.0002138487738593035
2023-05-07T20:25:20.430Z | Fjfnu | user13 | 0.0002029514781249682
2023-05-07T20:25:20.486Z | Fjfnu | user6 | 0.00015664106335341814
2023-05-07T20:25:20.489Z | Fjfnu | user11 | 0.000021793437667926948
2023-05-07T20:25:20.533Z | Fjfnu | user14 | 0.000128037418047335
2023-05-07T20:25:20.559Z | Fjfnu | user19 | 0.001332206014610205
2023-05-07T20:25:20.604Z | Fjfnu | user5 | 0.00013757123174474534
2023-05-07T20:25:20.637Z | Fjfnu | user3 | 0.00004222581851497122
2023-05-07T20:25:20.646Z | Fjfnu | user7 | 0.000042224789680127374
2023-05-07T20:25:20.650Z | Fjfnu | user9 | 0.000025879710297455955
2023-05-07T20:25:20.653Z | Fjfnu | user8 | 0.00018660989828290822
2023-05-07T20:25:18.780Z | Fjfnu | user4 | 0.0002806207398332046
2023-05-07T20:25:19.800Z | Fjfnu | user4 | 0.0002806207398332046
2023-05-07T20:25:20.802Z | Fjfnu | user4 | 0.0002806207398332046
2023-05-07T20:25:20.841Z | Fjfnu | user12 | 0.00003541472008863138
2023-05-07T20:25:20.930Z | Fjfnu | user17 | 0.00070556373234606
2023-05-07T20:25:20.981Z | Fjfnu | user10 | 0.00006265693800744483
2023-05-07T20:25:21.127Z | Fjfnu | user2 | 0.000029965977895441125
2023-05-07T20:25:21.178Z | Fjfnu | user0 | 0.00010760628203349629
2023-05-07T20:25:21.239Z | Fjfnu | user1 | 0.00038141578816167126
2023-05-07T20:25:21.286Z | Fjfnu | user18 | 0.00001634507502274339
2023-05-07T20:25:21.367Z | Fjfnu | mansi | 0.0002138487738593035
2023-05-07T20:25:21.437Z | Fjfnu | user13 | 0.0002029514781249682
2023-05-07T20:25:21.494Z | Fjfnu | user11 | 0.000021793437667926948
2023-05-07T20:25:21.503Z | Fjfnu | user6 | 0.00015664106335341814
2023-05-07T20:25:21.543Z | Fjfnu | user14 | 0.000128037418047335
2023-05-07T20:25:21.560Z | Fjfnu | user19 | 0.001332206014610205
2023-05-07T20:25:21.609Z | Fjfnu | user5 | 0.00013757123174474534
2023-05-07T20:25:21.645Z | Fjfnu | user3 | 0.00004222581851497122
2023-05-07T20:25:21.648Z | Fjfnu | user7 | 0.000042224789680127374
2023-05-07T20:25:21.653Z | Fjfnu | user9 | 0.000025879710297455955
2023-05-07T20:25:21.667Z | Fjfnu | user8 | 0.00018660989828290822
2023-05-07T20:25:21.809Z | Fjfnu | user4 | 0.0002806207398332046
2023-05-07T20:25:21.846Z | Fjfnu | user12 | 0.00003541472008863138
2023-05-07T20:25:21.935Z | Fjfnu | user17 | 0.00070556373234606
2023-05-07T20:25:21.983Z | Fjfnu | user10 | 0.00006265693800744483
2023-05-07T20:25:22.129Z | Fjfnu | user2 | 0.000029965977895441125
2023-05-07T20:25:22.184Z | Fjfnu | user0 | 0.00010760628203349629
2023-05-07T20:25:22.243Z | Fjfnu | user1 | 0.00038141578816167126
2023-05-07T20:25:22.290Z | Fjfnu | user18 | 0.00001634507502274339
2023-05-07T20:25:22.369Z | Fjfnu | mansi | 0.0002138487738593035
2023-05-07T20:25:22.444Z | Fjfnu | user13 | 0.0002029514781249682
2023-05-07T20:25:22.500Z | Fjfnu | user11 | 0.000021793437667926948
2023-05-07T20:25:22.509Z | Fjfnu | user6 | 0.00015664106335341814
2023-05-07T20:25:22.549Z | Fjfnu | user14 | 0.000128037418047335
2023-05-07T20:25:22.564Z | Fjfnu | user19 | 0.001332206014610205
2023-05-07T20:25:22.620Z | Fjfnu | user5 | 0.00013757123174474534
2023-05-07T20:25:22.647Z | Fjfnu | user3 | 0.00004222581851497122
2023-05-07T20:25:22.660Z | Fjfnu | user9 | 0.000025879710297455955
2023-05-07T20:25:22.662Z | Fjfnu | user7 | 0.000042224789680127374
2023-05-07T20:25:22.677Z | Fjfnu | user8 | 0.00018660989828290822
2023-05-07T20:25:22.811Z | Fjfnu | user4 | 0.0002806207398332046
2023-05-07T20:25:22.848Z | Fjfnu | user12 | 0.00003541472008863138
2023-05-07T20:25:22.942Z | Fjfnu | user17 | 0.00070556373234606
2023-05-07T20:25:22.987Z | Fjfnu | user10 | 0.00006265693800744483
2023-05-07T20:25:23.145Z | Fjfnu | user2 | 0.000029965977895441125
2023-05-07T20:25:23.185Z | Fjfnu | user0 | 0.00010760628203349629
2023-05-07T20:25:23.244Z | Fjfnu | user1 | 0.00038141578816167126
2023-05-07T20:25:23.292Z | Fjfnu | user18 | 0.00001634507502274339
2023-05-07T20:25:23.370Z | Fjfnu | mansi | 0.0002138487738593035
2023-05-07T20:25:23.449Z | Fjfnu | user13 | 0.0002029514781249682
2023-05-07T20:25:23.503Z | Fjfnu | user11 | 0.000021793437667926948
2023-05-07T20:25:23.511Z | Fjfnu | user6 | 0.00015664106335341814
2023-05-07T20:25:23.551Z | Fjfnu | user14 | 0.000128037418047335
2023-05-07T20:25:23.567Z | Fjfnu | user19 | 0.001332206014610205
2023-05-07T20:25:23.630Z | Fjfnu | user5 | 0.00013757123174474534
2023-05-07T20:25:23.663Z | Fjfnu | user9 | 0.000025879710297455955
2023-05-07T20:25:23.662Z | Fjfnu | user3 | 0.00004222581851497122
2023-05-07T20:25:23.668Z | Fjfnu | user7 | 0.000042224789680127374
2023-05-07T20:25:23.694Z | Fjfnu | user8 | 0.00018660989828290822
2023-05-07T20:25:23.826Z | Fjfnu | user4 | 0.0002806207398332046
2023-05-07T20:25:23.865Z | Fjfnu | user12 | 0.00003541472008863138
2023-05-07T20:25:23.949Z | Fjfnu | user17 | 0.00070556373234606
2023-05-07T20:25:23.997Z | Fjfnu | user10 | 0.00006265693800744483
2023-05-07T20:25:24.148Z | Fjfnu | user2 | 0.000029965977895441125
2023-05-07T20:25:24.190Z | Fjfnu | user0 | 0.00010760628203349629
2023-05-07T20:25:24.248Z | Fjfnu | user1 | 0.00038141578816167126
2023-05-07T20:25:24.296Z | Fjfnu | user18 | 0.00001634507502274339
2023-05-07T20:25:24.372Z | Fjfnu | mansi | 0.0002138487738593035
2023-05-07T20:25:24.452Z | Fjfnu | user13 | 0.0002029514781249682
2023-05-07T20:25:24.514Z | Fjfnu | user11 | 0.000021793437667926948
2023-05-07T20:25:24.517Z | Fjfnu | user6 | 0.00015664106335341814
2023-05-07T20:25:24.552Z | Fjfnu | user14 | 0.000128037418047335
2023-05-07T20:25:24.568Z | Fjfnu | user19 | 0.001332206014610205
2023-05-07T20:25:24.644Z | Fjfnu | user5 | 0.00013757123174474534
2023-05-07T20:25:24.669Z | Fjfnu | user9 | 0.000025879710297455955
2023-05-07T20:25:24.677Z | Fjfnu | user7 | 0.000042224789680127374
2023-05-07T20:25:24.670Z | Fjfnu | user3 | 0.00004222581851497122
2023-05-07T20:25:24.696Z | Fjfnu | user8 | 0.00018660989828290822
2023-05-07T20:25:24.829Z | Fjfnu | user4 | 0.0002806207398332046
2023-05-07T20:25:24.867Z | Fjfnu | user12 | 0.00003541472008863138
2023-05-07T20:25:24.951Z | Fjfnu | user17 | 0.00070556373234606
2023-05-07T20:25:25.067Z | Fjfnu | user10 | 0.00006265693800744483
2023-05-07T20:25:25.169Z | Fjfnu | user2 | 0.000029965977895441125
2023-05-07T20:25:25.219Z | Fjfnu | user0 | 0.00010760628203349629
2023-05-07T20:25:25.250Z | Fjfnu | user1 | 0.00038141578816167126
2023-05-07T20:25:25.299Z | Fjfnu | user18 | 0.00001634507502274339
2023-05-07T20:25:25.374Z | Fjfnu | mansi | 0.0002138487738593035
2023-05-07T20:25:25.453Z | Fjfnu | user13 | 0.0002029514781249682
2023-05-07T20:25:25.529Z | Fjfnu | user6 | 0.00015664106335341814
2023-05-07T20:25:25.517Z | Fjfnu | user11 | 0.000021793437667926948
2023-05-07T20:25:25.569Z | Fjfnu | user19 | 0.001332206014610205
2023-05-07T20:25:25.561Z | Fjfnu | user14 | 0.000128037418047335
2023-05-07T20:25:25.670Z | Fjfnu | user9 | 0.000025879710297455955
2023-05-07T20:25:25.677Z | Fjfnu | user3 | 0.00004222581851497122
2023-05-07T20:25:25.649Z | Fjfnu | user5 | 0.00013757123174474534
2023-05-07T20:25:25.685Z | Fjfnu | user7 | 0.000042224789680127374
2023-05-07T20:25:25.699Z | Fjfnu | user8 | 0.00018660989828290822
2023-05-07T20:25:25.831Z | Fjfnu | user4 | 0.0002806207398332046
2023-05-07T20:25:25.869Z | Fjfnu | user12 | 0.00003541472008863138
2023-05-07T20:25:26.069Z | Fjfnu | user10 | 0.00006265693800744483
2023-05-07T20:25:26.170Z | Fjfnu | user2 | 0.000029965977895441125
2023-05-07T20:25:26.223Z | Fjfnu | user0 | 0.00010760628203349629
2023-05-07T20:25:26.256Z | Fjfnu | user1 | 0.00038141578816167126
2023-05-07T20:25:26.301Z | Fjfnu | user18 | 0.00001634507502274339
2023-05-07T20:25:26.376Z | Fjfnu | mansi | 0.0002138487738593035
2023-05-07T20:25:26.461Z | Fjfnu | user13 | 0.0002029514781249682
2023-05-07T20:25:26.519Z | Fjfnu | user11 | 0.000021793437667926948
2023-05-07T20:25:26.531Z | Fjfnu | user6 | 0.00015664106335341814
2023-05-07T20:25:26.563Z | Fjfnu | user14 | 0.000128037418047335
2023-05-07T20:25:26.575Z | Fjfnu | user19 | 0.001332206014610205
2023-05-07T20:25:26.659Z | Fjfnu | user5 | 0.00013757123174474534
2023-05-07T20:25:26.676Z | Fjfnu | user9 | 0.000025879710297455955
2023-05-07T20:25:26.681Z | Fjfnu | user3 | 0.00004222581851497122
2023-05-07T20:25:26.687Z | Fjfnu | user7 | 0.000042224789680127374
2023-05-07T20:25:26.701Z | Fjfnu | user8 | 0.00018660989828290822
2023-05-07T20:25:26.835Z | Fjfnu | user4 | 0.0002806207398332046
2023-05-07T20:25:26.873Z | Fjfnu | user12 | 0.00003541472008863138
2023-05-07T20:25:27.073Z | Fjfnu | user10 | 0.00006265693800744483
2023-05-07T20:25:27.177Z | Fjfnu | user2 | 0.000029965977895441125
2023-05-07T20:25:27.226Z | Fjfnu | user0 | 0.00010760628203349629
2023-05-07T20:25:27.261Z | Fjfnu | user1 | 0.00038141578816167126
2023-05-07T20:25:27.302Z | Fjfnu | user18 | 0.00001634507502274339
2023-05-07T20:25:27.378Z | Fjfnu | mansi | 0.0002138487738593035
2023-05-07T20:25:27.465Z | Fjfnu | user13 | 0.0002029514781249682
2023-05-07T20:25:27.520Z | Fjfnu | user11 | 0.000021793437667926948
2023-05-07T20:25:27.550Z | Fjfnu | user6 | 0.00015664106335341814
2023-05-07T20:25:27.565Z | Fjfnu | user14 | 0.000128037418047335
2023-05-07T20:25:27.579Z | Fjfnu | user19 | 0.001332206014610205
2023-05-07T20:25:27.662Z | Fjfnu | user5 | 0.00013757123174474534
2023-05-07T20:25:27.679Z | Fjfnu | user9 | 0.000025879710297455955
2023-05-07T20:25:27.684Z | Fjfnu | user3 | 0.00004222581851497122
2023-05-07T20:25:27.694Z | Fjfnu | user7 | 0.000042224789680127374
2023-05-07T20:25:27.703Z | Fjfnu | user8 | 0.00018660989828290822
2023-05-07T20:25:27.847Z | Fjfnu | user4 | 0.0002806207398332046
2023-05-07T20:25:27.882Z | Fjfnu | user12 | 0.00003541472008863138
2023-05-07T20:25:28.077Z | Fjfnu | user10 | 0.00006265693800744483
2023-05-07T20:25:28.179Z | Fjfnu | user2 | 0.000029965977895441125
2023-05-07T20:25:28.228Z | Fjfnu | user0 | 0.00010760628203349629
2023-05-07T20:25:28.262Z | Fjfnu | user1 | 0.00038141578816167126
2023-05-07T20:25:28.308Z | Fjfnu | user18 | 0.00001634507502274339
2023-05-07T20:25:28.380Z | Fjfnu | mansi | 0.0002138487738593035
2023-05-07T20:25:28.475Z | Fjfnu | user13 | 0.0002029514781249682
2023-05-07T20:25:25.953Z | Fjfnu | user17 | 0.00070556373234606
2023-05-07T20:25:26.957Z | Fjfnu | user17 | 0.00070556373234606
2023-05-07T20:25:27.964Z | Fjfnu | user17 | 0.00070556373234606
2023-05-07T20:25:28.526Z | Fjfnu | user11 | 0.000021793437667926948
2023-05-07T20:25:28.557Z | Fjfnu | user6 | 0.00015664106335341814
2023-05-07T20:25:28.569Z | Fjfnu | user14 | 0.000128037418047335
2023-05-07T20:25:28.582Z | Fjfnu | user19 | 0.001332206014610205
2023-05-07T20:25:28.663Z | Fjfnu | user5 | 0.00013757123174474534
2023-05-07T20:25:28.682Z | Fjfnu | user9 | 0.000025879710297455955
2023-05-07T20:25:28.692Z | Fjfnu | user3 | 0.00004222581851497122
2023-05-07T20:25:28.697Z | Fjfnu | user7 | 0.000042224789680127374
2023-05-07T20:25:28.710Z | Fjfnu | user8 | 0.00018660989828290822
2023-05-07T20:25:28.848Z | Fjfnu | user4 | 0.0002806207398332046
2023-05-07T20:25:28.884Z | Fjfnu | user12 | 0.00003541472008863138
2023-05-07T20:25:29.089Z | Fjfnu | user10 | 0.00006265693800744483
2023-05-07T20:25:29.185Z | Fjfnu | user2 | 0.000029965977895441125
2023-05-07T20:25:29.232Z | Fjfnu | user0 | 0.00010760628203349629
2023-05-07T20:25:29.265Z | Fjfnu | user1 | 0.00038141578816167126
2023-05-07T20:25:28.967Z | Fjfnu | user17 | 0.00070556373234606
2023-05-07T20:25:29.316Z | Fjfnu | user18 | 0.00001634507502274339
2023-05-07T20:25:29.381Z | Fjfnu | mansi | 0.0002138487738593035
2023-05-07T20:25:29.482Z | Fjfnu | user13 | 0.0002029514781249682
2023-05-07T20:25:29.528Z | Fjfnu | user11 | 0.000021793437667926948
2023-05-07T20:25:29.579Z | Fjfnu | user14 | 0.000128037418047335
2023-05-07T20:25:29.564Z | Fjfnu | user6 | 0.00015664106335341814
2023-05-07T20:25:29.583Z | Fjfnu | user19 | 0.001332206014610205
2023-05-07T20:25:29.668Z | Fjfnu | user5 | 0.00013757123174474534
2023-05-07T20:25:29.684Z | Fjfnu | user9 | 0.000025879710297455955
2023-05-07T20:25:29.697Z | Fjfnu | user3 | 0.00004222581851497122
2023-05-07T20:25:29.702Z | Fjfnu | user7 | 0.000042224789680127374
2023-05-07T20:25:29.712Z | Fjfnu | user8 | 0.00018660989828290822
2023-05-07T20:25:29.850Z | Fjfnu | user4 | 0.0002806207398332046
2023-05-07T20:25:29.894Z | Fjfnu | user12 | 0.00003541472008863138
2023-05-07T20:25:29.970Z | Fjfnu | user17 | 0.00070556373234606
2023-05-07T20:25:30.097Z | Fjfnu | user10 | 0.00006265693800744483
2023-05-07T20:25:30.193Z | Fjfnu | user2 | 0.000029965977895441125
2023-05-07T20:25:30.235Z | Fjfnu | user0 | 0.00010760628203349629
2023-05-07T20:25:30.267Z | Fjfnu | user1 | 0.00038141578816167126
2023-05-07T20:25:30.323Z | Fjfnu | user18 | 0.00001634507502274339
2023-05-07T20:25:30.383Z | Fjfnu | mansi | 0.0002138487738593035
2023-05-07T20:25:30.485Z | Fjfnu | user13 | 0.0002029514781249682
