2023-05-07T20:40:24.458Z | peMTD | user0 | 0
2023-05-07T20:41:54.747Z | peMTD | user0 | 0.0000970097883626079
2023-05-07T20:41:55.061Z | peMTD | mansi | 0.000035276427919139074
2023-05-07T20:41:55.748Z | peMTD | user0 | 0.0000970097883626079
2023-05-07T20:41:56.063Z | peMTD | mansi | 0.000035276427919139074
2023-05-07T20:41:56.750Z | peMTD | user0 | 0.0000970097883626079
2023-05-07T20:41:57.064Z | peMTD | mansi | 0.000035276427919139074
2023-05-07T20:41:57.753Z | peMTD | user0 | 0.0000970097883626079
2023-05-07T20:41:58.065Z | peMTD | mansi | 0.000035276427919139074
2023-05-07T20:41:58.755Z | peMTD | user0 | 0.0000970097883626079
2023-05-07T20:41:59.067Z | peMTD | mansi | 0.000035276427919139074
2023-05-07T20:41:59.771Z | peMTD | user0 | 0.0000970097883626079
2023-05-07T20:42:00.069Z | peMTD | mansi | 0.000035276427919139074
2023-05-07T20:42:11.834Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:12.132Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:12.836Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:13.134Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:13.838Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:14.135Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:14.840Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:15.137Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:15.841Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:16.140Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:16.843Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:17.142Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:17.844Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:18.144Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:18.847Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:19.145Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:19.848Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:20.147Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:20.849Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:21.149Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:21.851Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:22.151Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:22.854Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:23.153Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:23.856Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:24.155Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:24.858Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:25.157Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:25.860Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:26.159Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:26.863Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:27.160Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:27.865Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:28.162Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:28.867Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:29.163Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:29.869Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:30.165Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:30.871Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:31.167Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:31.872Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:32.169Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:32.874Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:33.170Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:33.875Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:34.172Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:34.877Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:35.174Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:35.879Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:36.176Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:36.881Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:37.177Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:37.895Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:38.194Z | peMTD | mansi | 0.00015030784534924012
2023-05-07T20:42:47.939Z | peMTD | user0 | 0.0003035928540046148
2023-05-07T20:42:48.236Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:42:48.940Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:42:49.239Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:42:49.943Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:42:50.240Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:42:50.944Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:42:51.242Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:42:51.946Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:42:52.244Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:42:52.948Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:42:53.246Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:42:53.950Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:42:54.248Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:42:54.951Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:42:55.249Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:42:55.953Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:42:56.251Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:42:56.954Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:42:57.253Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:42:57.957Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:42:58.254Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:42:58.959Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:42:59.255Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:42:59.961Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:43:00.256Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:43:00.962Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:43:01.257Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:43:01.964Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:43:02.260Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:43:02.966Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:43:03.262Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:43:03.967Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:43:04.265Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:43:04.968Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:43:05.266Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:43:05.969Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:43:06.267Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:43:06.970Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:43:07.270Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:43:07.973Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:43:08.272Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:43:08.975Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:43:09.274Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:43:09.977Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:43:10.276Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:43:10.979Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:43:11.278Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:43:11.981Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:43:12.279Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:43:12.984Z | peMTD | user0 | 0.00025392553156283054
2023-05-07T20:43:13.282Z | peMTD | mansi | 0.00013780066170917792
2023-05-07T20:43:23.346Z | peMTD | mansi | 4181967.1937897396
2023-05-07T20:43:24.049Z | peMTD | user0 | 0.0010458092834666757
2023-05-07T20:43:24.347Z | peMTD | mansi | 0.00021114907875160118
2023-05-07T20:43:25.051Z | peMTD | user0 | 0.0010458092834666757
2023-05-07T20:43:25.349Z | peMTD | mansi | 0.00021114907875160118
2023-05-07T20:43:26.053Z | peMTD | user0 | 0.0010458092834666757
2023-05-07T20:43:26.351Z | peMTD | mansi | 0.00021114907875160118
2023-05-07T20:43:27.055Z | peMTD | user0 | 0.0010458092834666757
2023-05-07T20:43:27.352Z | peMTD | mansi | 0.00021114907875160118
2023-05-07T20:43:28.056Z | peMTD | user0 | 0.0010458092834666757
2023-05-07T20:43:28.354Z | peMTD | mansi | 0.00021114907875160118
2023-05-07T20:43:29.058Z | peMTD | user0 | 0.0010458092834666757
2023-05-07T20:43:29.355Z | peMTD | mansi | 0.00021114907875160118
2023-05-07T20:43:30.060Z | peMTD | user0 | 0.0010458092834666757
2023-05-07T20:43:30.357Z | peMTD | mansi | 0.00021114907875160118
2023-05-07T20:43:31.062Z | peMTD | user0 | 0.0010458092834666757
2023-05-07T20:43:31.360Z | peMTD | mansi | 0.00021114907875160118
2023-05-07T20:43:32.063Z | peMTD | user0 | 0.0010458092834666757
2023-05-07T20:43:32.361Z | peMTD | mansi | 0.00021114907875160118
2023-05-07T20:43:33.065Z | peMTD | user0 | 0.0010458092834666757
2023-05-07T20:43:33.363Z | peMTD | mansi | 0.00021114907875160118
2023-05-07T20:43:34.067Z | peMTD | user0 | 0.0010458092834666757
2023-05-07T20:43:34.366Z | peMTD | mansi | 0.00021114907875160118
2023-05-07T20:43:35.075Z | peMTD | user0 | 0.0010458092834666757
2023-05-07T20:43:35.376Z | peMTD | mansi | 0.00021114907875160118
2023-05-07T20:43:38.403Z | peMTD | mansi | 0.00021114907875160118
2023-05-07T20:43:39.414Z | peMTD | mansi | 0.00021114907875160118
2023-05-07T20:43:46.449Z | peMTD | mansi | 0.00033448689879228755
2023-05-07T20:43:47.158Z | peMTD | user0 | 0.0018170782164256324
2023-05-07T20:43:47.451Z | peMTD | mansi | 0.00033448689879228755
2023-05-07T20:43:48.159Z | peMTD | user0 | 0.0018170782164256324
2023-05-07T20:43:48.452Z | peMTD | mansi | 0.00033448689879228755
2023-05-07T20:43:49.161Z | peMTD | user0 | 0.0018170782164256324
2023-05-07T20:43:49.455Z | peMTD | mansi | 0.00033448689879228755
2023-05-07T20:43:50.163Z | peMTD | user0 | 0.0018170782164256324
2023-05-07T20:43:50.456Z | peMTD | mansi | 0.00033448689879228755
2023-05-07T20:43:51.164Z | peMTD | user0 | 0.0018170782164256324
2023-05-07T20:43:51.458Z | peMTD | mansi | 0.00033448689879228755
2023-05-07T20:43:52.165Z | peMTD | user0 | 0.0018170782164256324
2023-05-07T20:43:52.461Z | peMTD | mansi | 0.00033448689879228755
2023-05-07T20:43:53.167Z | peMTD | user0 | 0.0018170782164256324
2023-05-07T20:43:53.464Z | peMTD | mansi | 0.00033448689879228755
2023-05-07T20:43:54.169Z | peMTD | user0 | 0.0018170782164256324
2023-05-07T20:43:54.465Z | peMTD | mansi | 0.00033448689879228755
2023-05-07T20:43:55.171Z | peMTD | user0 | 0.0018170782164256324
2023-05-07T20:43:55.467Z | peMTD | mansi | 0.00033448689879228755
2023-05-07T20:43:56.173Z | peMTD | user0 | 0.0018170782164256324
2023-05-07T20:43:56.468Z | peMTD | mansi | 0.00033448689879228755
2023-05-07T20:43:57.174Z | peMTD | user0 | 0.0018170782164256324
2023-05-07T20:43:57.470Z | peMTD | mansi | 0.00033448689879228755
2023-05-07T20:43:58.175Z | peMTD | user0 | 0.0018170782164256324
2023-05-07T20:43:58.472Z | peMTD | mansi | 0.00033448689879228755
2023-05-07T20:43:59.176Z | peMTD | user0 | 0.0018170782164256324
2023-05-07T20:43:59.475Z | peMTD | mansi | 0.00033448689879228755
2023-05-07T20:44:00.191Z | peMTD | user0 | 0.0018170782164256324
2023-05-07T20:44:00.489Z | peMTD | mansi | 0.00033448689879228755
2023-05-07T20:44:05.207Z | peMTD | user0 | 0.00006726519848871817
2023-05-07T20:44:05.505Z | peMTD | mansi | 0.00004804693047355952
2023-05-07T20:44:06.210Z | peMTD | user0 | 0.00006726519848871817
2023-05-07T20:44:06.506Z | peMTD | mansi | 0.00004804693047355952
2023-05-07T20:44:07.211Z | peMTD | user0 | 0.00006726519848871817
2023-05-07T20:44:07.507Z | peMTD | mansi | 0.00004804693047355952
2023-05-07T20:44:08.213Z | peMTD | user0 | 0.00006726519848871817
2023-05-07T20:44:08.510Z | peMTD | mansi | 0.00004804693047355952
2023-05-07T20:44:09.215Z | peMTD | user0 | 0.00006726519848871817
2023-05-07T20:44:09.511Z | peMTD | mansi | 0.00004804693047355952
2023-05-07T20:44:10.215Z | peMTD | user0 | 0.00006726519848871817
2023-05-07T20:44:10.513Z | peMTD | mansi | 0.00004804693047355952
2023-05-07T20:44:11.217Z | peMTD | user0 | 0.00006726519848871817
2023-05-07T20:44:11.515Z | peMTD | mansi | 0.00004804693047355952
2023-05-07T20:44:12.219Z | peMTD | user0 | 0.00006726519848871817
2023-05-07T20:44:12.517Z | peMTD | mansi | 0.00004804693047355952
2023-05-07T20:44:13.220Z | peMTD | user0 | 0.00006726519848871817
2023-05-07T20:44:13.519Z | peMTD | mansi | 0.00004804693047355952
2023-05-07T20:44:14.222Z | peMTD | user0 | 0.00006726519848871817
2023-05-07T20:44:14.521Z | peMTD | mansi | 0.00004804693047355952
2023-05-07T20:44:17.534Z | peMTD | mansi | 0.00004804693047355952
2023-05-07T20:44:26.295Z | peMTD | user0 | 0.00006726519848871817
2023-05-07T20:44:26.590Z | peMTD | mansi | 0.00013415683562125307
2023-05-07T20:44:27.297Z | peMTD | user0 | 0.0002745543515274329
2023-05-07T20:44:27.592Z | peMTD | mansi | 0.00013415683562125307
2023-05-07T20:44:28.298Z | peMTD | user0 | 0.0002745543515274329
2023-05-07T20:44:28.593Z | peMTD | mansi | 0.00013415683562125307
2023-05-07T20:44:29.299Z | peMTD | user0 | 0.0002745543515274329
2023-05-07T20:44:29.595Z | peMTD | mansi | 0.00013415683562125307
2023-05-07T20:44:30.300Z | peMTD | user0 | 0.0002745543515274329
2023-05-07T20:44:30.597Z | peMTD | mansi | 0.00013415683562125307
2023-05-07T20:44:31.302Z | peMTD | user0 | 0.0002745543515274329
2023-05-07T20:44:31.599Z | peMTD | mansi | 0.00013415683562125307
2023-05-07T20:44:32.304Z | peMTD | user0 | 0.0002745543515274329
2023-05-07T20:44:32.601Z | peMTD | mansi | 0.00013415683562125307
2023-05-07T20:44:33.306Z | peMTD | user0 | 0.0002745543515274329
2023-05-07T20:44:33.603Z | peMTD | mansi | 0.00013415683562125307
2023-05-07T20:44:34.307Z | peMTD | user0 | 0.0002745543515274329
2023-05-07T20:44:34.605Z | peMTD | mansi | 0.00013415683562125307
2023-05-07T20:44:35.309Z | peMTD | user0 | 0.0002745543515274329
2023-05-07T20:44:35.606Z | peMTD | mansi | 0.00013415683562125307
2023-05-07T20:44:36.311Z | peMTD | user0 | 0.0002745543515274329
2023-05-07T20:44:36.607Z | peMTD | mansi | 0.00013415683562125307
2023-05-07T20:44:37.312Z | peMTD | user0 | 0.0002745543515274329
2023-05-07T20:44:37.609Z | peMTD | mansi | 0.00013415683562125307
2023-05-07T20:44:38.314Z | peMTD | user0 | 0.0002745543515274329
2023-05-07T20:44:38.611Z | peMTD | mansi | 0.00013415683562125307
2023-05-07T20:44:39.328Z | peMTD | user0 | 0.0002745543515274329
2023-05-07T20:44:40.626Z | peMTD | mansi | 0.00013415683562125307
2023-05-07T20:44:49.675Z | peMTD | mansi | 0.00015203414471173852
2023-05-07T20:44:50.379Z | peMTD | user0 | 0.00031841194800502707
2023-05-07T20:44:50.677Z | peMTD | mansi | 0.00015203414471173852
2023-05-07T20:44:51.381Z | peMTD | user0 | 0.00031841194800502707
2023-05-07T20:44:51.679Z | peMTD | mansi | 0.00015203414471173852
2023-05-07T20:44:52.384Z | peMTD | user0 | 0.00031841194800502707
2023-05-07T20:44:52.680Z | peMTD | mansi | 0.00015203414471173852
2023-05-07T20:44:53.385Z | peMTD | user0 | 0.00031841194800502707
2023-05-07T20:44:53.683Z | peMTD | mansi | 0.00015203414471173852
2023-05-07T20:44:54.388Z | peMTD | user0 | 0.00031841194800502707
2023-05-07T20:44:54.685Z | peMTD | mansi | 0.00015203414471173852
2023-05-07T20:44:55.390Z | peMTD | user0 | 0.00031841194800502707
2023-05-07T20:44:55.688Z | peMTD | mansi | 0.00015203414471173852
2023-05-07T20:44:56.391Z | peMTD | user0 | 0.00031841194800502707
2023-05-07T20:44:56.689Z | peMTD | mansi | 0.00015203414471173852
2023-05-07T20:44:57.392Z | peMTD | user0 | 0.00031841194800502707
2023-05-07T20:44:57.692Z | peMTD | mansi | 0.00015203414471173852
2023-05-07T20:44:58.393Z | peMTD | user0 | 0.00031841194800502707
2023-05-07T20:44:58.693Z | peMTD | mansi | 0.00015203414471173852
2023-05-07T20:44:59.396Z | peMTD | user0 | 0.00031841194800502707
2023-05-07T20:44:59.694Z | peMTD | mansi | 0.00015203414471173852
2023-05-07T20:45:00.398Z | peMTD | user0 | 0.00031841194800502707
2023-05-07T20:45:00.697Z | peMTD | mansi | 0.00015203414471173852
2023-05-07T20:45:01.401Z | peMTD | user0 | 0.00031841194800502707
2023-05-07T20:45:03.404Z | peMTD | user0 | 0.00031841194800502707
2023-05-07T20:45:04.406Z | peMTD | user0 | 0.00031841194800502707
2023-05-07T20:45:05.408Z | peMTD | user0 | 0.00031841194800502707
2023-05-07T20:45:06.409Z | peMTD | user0 | 0.00031841194800502707
2023-05-07T20:45:07.410Z | peMTD | user0 | 0.00031841194800502707
2023-05-07T20:45:08.412Z | peMTD | user0 | 0.00031841194800502707
2023-05-07T20:45:09.413Z | peMTD | user0 | 0.00031841194800502707
2023-05-07T20:45:10.415Z | peMTD | user0 | 0.00031841194800502707
